|6.6.6
pyrolite_workman_hart2005.tab
           2
T(K)
   400.00360000000001
   19.999960000020000
         181
P(bar)
   15001.334999999999
   5114.9322988556905
         262
           8
T(K)           P(bar)         rho,kg/m3      alpha,1/K      cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg
  3459.997        388391.       4416.170      0.2533439E-04   1330.065      11.031031       5.969961     -0.1037411E+06
  3479.997        388391.       4413.933      0.2538370E-04   1331.334      11.024119       5.963764     -0.7710651E+05
  3499.997        388391.       4411.673      0.2543332E-04   1332.632      11.017249       5.957581     -0.5047384E+05
  3519.997        388391.       4409.443      0.2548328E-04   1333.921      11.010426       5.951371     -0.2384333E+05
  3539.997        388391.       4407.194      0.2553317E-04   1335.232      11.003622       5.945129      0.2844301E+04
  3559.997        388391.       4404.935      0.2558320E-04   1336.555      10.996652       5.938858      0.2957317E+05
  3579.997        388391.       4402.687      0.2563384E-04   1337.857      10.989161       5.932566      0.5630140E+05
  3599.997        388391.       4400.409      0.2568451E-04   1339.169      10.982392       5.926262      0.8308592E+05
  3619.997        388391.       4398.146      0.2573544E-04   1340.493      10.975709       5.919945      0.1098976E+06
  3639.997        388391.       4395.888      0.2578663E-04   1341.831      10.968885       5.913610      0.1367269E+06
  3659.997        388391.       4393.608      0.2583810E-04   1343.183      10.961532       5.907242      0.1635606E+06
  3679.997        388391.       4391.343      0.2588988E-04   1344.541      10.954226       5.900864      0.1903915E+06
  3699.997        388391.       4389.085      0.2594161E-04   1345.874      10.947302       5.894453      0.2172749E+06
  3719.997        388391.       4386.823      0.2599339E-04   1347.192      10.940672       5.888009      0.2442193E+06
  3739.997        388391.       4384.507      0.2604622E-04   1348.566      10.933436       5.881569      0.2712201E+06
  3759.997        388391.       4382.205      0.2609873E-04   1349.933      10.926242       5.875093      0.2982105E+06
  3779.997        388391.       4379.913      0.2615141E-04   1351.304      10.919080       5.868588      0.3252056E+06
  3799.997        388391.       4377.631      0.2620463E-04   1352.687      10.911947       5.862054      0.3522163E+06
  3819.997        388391.       4375.361      0.2625782E-04   1354.077      10.904852       5.855528      0.3792690E+06
  3839.997        388391.       4373.057      0.2631167E-04   1355.480      10.897543       5.848940      0.4063829E+06
  3859.997        388391.       4370.727      0.2636604E-04   1356.892      10.890070       5.842303      0.4335481E+06
  3879.997        388391.       4368.412      0.2642008E-04   1358.296      10.882778       5.835706      0.4607184E+06
  3899.997        388391.       4366.107      0.2647434E-04   1359.693      10.875711       5.829074      0.4878957E+06
  3919.997        388391.       4363.799      0.2652892E-04   1361.085      10.868570       5.822413      0.5150944E+06
  3939.997        388391.       4361.468      0.2658412E-04   1362.472      10.860942       5.815713      0.5423448E+06
  3959.996        388391.       4359.164      0.2663921E-04   1363.906      10.853582       5.808977      0.5695871E+06
  3979.996        388391.       4356.853      0.2669471E-04   1365.350      10.846343       5.802239      0.5968743E+06
  3999.996        388391.       4354.520      0.2675100E-04   1366.791      10.839210       5.795513      0.6242422E+06
   400.004        393506.       4721.171      0.1418731E-04    876.883      11.918561       6.739697     -0.3764635E+07
   420.004        393506.       4719.802      0.1463927E-04    903.560      11.913571       6.735571     -0.3746851E+07
   440.004        393506.       4718.412      0.1504652E-04    927.844      11.908958       6.731347     -0.3728499E+07
   460.003        393506.       4716.951      0.1541497E-04    949.989      11.903783       6.727035     -0.3709781E+07
   480.003        393506.       4715.479      0.1574980E-04    970.183      11.898787       6.722652     -0.3690519E+07
   500.003        393506.       4713.979      0.1605368E-04    988.595      11.893788       6.718204     -0.3670961E+07
   520.003        393506.       4712.466      0.1633100E-04   1005.384      11.888788       6.713666     -0.3651014E+07
   540.003        393506.       4710.886      0.1658489E-04   1020.706      11.883691       6.709142     -0.3630773E+07
   560.003        393506.       4709.326      0.1681684E-04   1034.704      11.878226       6.704527     -0.3610211E+07
   580.003        393506.       4707.732      0.1702983E-04   1047.514      11.873106       6.699878     -0.3589379E+07
   600.003        393506.       4706.125      0.1722479E-04   1059.102      11.868002       6.695236     -0.3568315E+07
   620.003        393506.       4704.504      0.1740480E-04   1069.823      11.862511       6.690596     -0.3547016E+07
   640.003        393506.       4702.849      0.1756937E-04   1079.572      11.857682       6.685922     -0.3525537E+07
   660.003        393506.       4701.181      0.1772163E-04   1088.551      11.852391       6.681301     -0.3503832E+07
   680.003        393506.       4699.499      0.1786164E-04   1096.843      11.846998       6.676682     -0.3481993E+07
   700.003        393506.       4697.844      0.1799101E-04   1104.499      11.842103       6.672095     -0.3459959E+07
   720.003        393506.       4696.127      0.1811009E-04   1111.658      11.836529       6.667513     -0.3437843E+07
   740.003        393506.       4694.447      0.1821984E-04   1118.407      11.831446       6.662931     -0.3415471E+07
   760.003        393506.       4692.701      0.1832179E-04   1124.689      11.826274       6.658426     -0.3393060E+07
   780.003        393506.       4690.975      0.1841533E-04   1130.710      11.820909       6.653935     -0.3370538E+07
   800.003        393506.       4689.253      0.1850197E-04   1136.350      11.815761       6.649436     -0.3347854E+07
   820.003        393506.       4687.515      0.1858256E-04   1141.876      11.810542       6.644977     -0.3325060E+07
   840.003        393506.       4685.773      0.1865627E-04   1147.042      11.805534       6.640565     -0.3302190E+07
   860.003        393506.       4684.015      0.1872515E-04   1152.111      11.800618       6.636115     -0.3279190E+07
   880.003        393506.       4682.285      0.1878880E-04   1156.989      11.795309       6.631685     -0.3256086E+07
   900.003        393506.       4680.511      0.1884800E-04   1161.678      11.790099       6.627351     -0.3232910E+07
   920.003        393506.       4678.720      0.1890275E-04   1166.283      11.784982       6.622902     -0.3209632E+07
   940.003        393506.       4676.960      0.1895312E-04   1170.807      11.779956       6.618551     -0.3186256E+07
   960.002        393506.       4675.182      0.1900003E-04   1175.152      11.774892       6.614206     -0.3162790E+07
   980.002        393506.       4673.399      0.1904341E-04   1179.453      11.769669       6.609837     -0.3139217E+07
  1000.002        393506.       4671.655      0.1908393E-04   1183.666      11.764387       6.605532     -0.3115602E+07
  1020.002        393506.       4669.848      0.1912127E-04   1187.773      11.759489       6.601174     -0.3091933E+07
  1040.002        393506.       4668.065      0.1915587E-04   1191.817      11.754210       6.596819     -0.3068134E+07
  1060.002        393506.       4666.258      0.1918837E-04   1195.800      11.749025       6.592458     -0.3044214E+07
  1080.002        393506.       4664.468      0.1921746E-04   1199.704      11.744044       6.588183     -0.3020287E+07
  1100.002        393506.       4662.682      0.1924517E-04   1203.552      11.738916       6.583845     -0.2996245E+07
  1120.002        393506.       4660.887      0.1927041E-04   1207.323      11.733991       6.579532     -0.2972150E+07
  1140.002        393506.       4659.078      0.1929417E-04   1211.072      11.729008       6.575172     -0.2947942E+07
  1160.002        393506.       4660.501     -0.7827312E-04   1408.557      11.713129       6.564981     -0.2922308E+07
  1180.002        393506.       4658.895      0.2025298E-04   1216.006      11.707858       6.560582     -0.2897929E+07
  1200.002        393506.       4656.958      0.2030206E-04   1219.279      11.703241       6.556597     -0.2873620E+07
  1220.002        393506.       4655.084      0.2035043E-04   1222.451      11.698700       6.552662     -0.2849216E+07
  1240.002        393506.       4653.191      0.2039721E-04   1225.585      11.694212       6.548763     -0.2824682E+07
  1260.002        393506.       4651.280      0.2044278E-04   1228.624      11.689353       6.544843     -0.2800171E+07
  1280.002        393506.       4649.384      0.2048741E-04   1231.636      11.684966       6.540959     -0.2775509E+07
  1300.002        393506.       4647.474      0.2053037E-04   1234.500      11.680652       6.537042     -0.2750882E+07
  1320.002        393506.       4645.546      0.2057286E-04   1237.432      11.675966       6.533125     -0.2726161E+07
  1340.002        393506.       4643.678      0.2061384E-04   1240.186      11.671320       6.529231     -0.2701430E+07
  1360.002        393506.       4641.736      0.2065437E-04   1242.884      11.666980       6.525336     -0.2676556E+07
  1380.002        393506.       4639.803      0.2069363E-04   1245.573      11.662677       6.521483     -0.2651703E+07
  1400.002        393506.       4637.912      0.2073174E-04   1248.100      11.658187       6.517573     -0.2626743E+07
  1420.002        393506.       4635.961      0.2076941E-04   1250.670      11.653752       6.513714     -0.2601731E+07
  1440.002        393506.       4634.036      0.2080549E-04   1253.086      11.649380       6.509832     -0.2576712E+07
  1460.001        393506.       4632.119      0.2111727E-04   1251.773      11.644880       6.505754     -0.2551689E+07
  1480.001        393506.       4630.156      0.2115483E-04   1254.233      11.639803       6.501478     -0.2526640E+07
  1500.001        393506.       4628.218      0.2119112E-04   1256.683      11.635197       6.497097     -0.2501494E+07
  1520.001        393506.       4626.231      0.2122711E-04   1259.016      11.630423       6.492766     -0.2476358E+07
  1540.001        393506.       4624.251      0.2126076E-04   1261.325      11.625757       6.488467     -0.2451084E+07
  1560.001        393506.       4622.299      0.2129420E-04   1263.603      11.620876       6.484075     -0.2425887E+07
  1580.001        393506.       4620.348      0.2132610E-04   1265.826      11.616042       6.479724     -0.2400584E+07
  1600.001        393506.       4618.358      0.2135636E-04   1267.897      11.611264       6.475424     -0.2375282E+07
  1620.001        393506.       4616.386      0.2138583E-04   1269.972      11.606532       6.471015     -0.2349847E+07
  1640.001        393506.       4614.391      0.2141379E-04   1271.965      11.601863       6.466657     -0.2324521E+07
  1660.001        393506.       4612.428      0.2143947E-04   1273.820      11.597226       6.462269     -0.2298987E+07
